muestra_id,acidez fija,acidez volatil,acido citrico,azucar residual,cloruros,dioxido de azufre libre,dioxido de azufre total,pH,sulfatos,calidad
1088,8.4,0.56,0.04,2.0,0.082,10.0,22.0,3.22,0.44,5
1089,7.1,0.18,0.42,1.4,0.045,47.0,157.0,2.95,0.31,6
1090,7.6,0.27,0.34,5.0,0.04,18.0,56.0,3.06,0.48,6
1091,6.5,0.51,0.25,1.7,0.048,39.0,177.0,3.28,0.57,5
1092,6.1,0.32,0.33,10.7,0.036,27.0,98.0,3.34,0.52,6
1093,8.0,0.725,0.24,2.8,0.083,10.0,62.0,3.35,0.56,6
1094,6.0,0.19,0.29,1.1,0.047,67.0,152.0,3.54,0.59,7
1095,7.0,0.3,0.51,13.6,0.05,40.0,168.0,3.07,0.52,7
1096,8.3,0.655,0.12,2.3,0.083,15.0,113.0,3.17,0.66,5
1097,7.9,0.58,0.23,2.3,0.076,23.0,94.0,3.21,0.58,6
1098,7.0,0.27,0.74,1.5,0.036,27.0,122.0,3.35,0.48,6
1099,7.4,0.2,0.31,1.6,0.038,34.0,116.0,3.25,0.39,7
1100,8.3,0.2,0.74,4.45,0.044,33.0,130.0,3.25,0.42,6
1101,7.0,0.23,0.4,1.6,0.063,21.0,67.0,3.5,0.63,5
1102,7.4,0.635,0.1,2.4,0.08,16.0,33.0,3.58,0.69,7
1103,8.4,0.2,0.38,11.8,0.055,51.0,170.0,3.34,0.82,6
1104,7.3,0.21,0.49,1.8,0.038,44.0,152.0,3.32,0.44,7
1105,5.7,0.15,0.28,3.7,0.045,57.0,151.0,3.22,0.27,6
1106,5.2,0.31,0.2,2.4,0.027,27.0,117.0,3.56,0.45,7
1107,6.5,0.19,0.26,5.2,0.04,31.0,140.0,3.26,0.68,6
1108,7.6,0.28,0.49,20.15,0.06,30.0,145.0,3.01,0.44,5
1109,5.9,0.26,0.24,2.4,0.046,27.0,132.0,3.63,0.73,5
1110,8.1,0.2,0.4,2.0,0.037,19.0,87.0,3.12,0.54,6
1111,8.8,0.33,0.44,6.35,0.024,9.0,87.0,2.96,0.4,7
1112,7.5,0.34,0.35,6.0,0.034,12.0,126.0,3.16,0.39,7
1113,6.1,0.3,0.47,1.4,0.049,50.0,187.0,3.19,0.45,5
1114,6.8,0.26,0.48,6.2,0.049,55.0,182.0,3.21,0.45,6
1115,5.9,0.24,0.3,2.0,0.033,28.0,92.0,3.39,0.69,7
1116,8.1,0.27,0.35,1.7,0.03,38.0,103.0,3.22,0.63,8
1117,6.2,0.2,0.26,1.7,0.093,40.0,161.0,3.44,0.66,5
1118,4.4,0.32,0.39,4.3,0.03,31.0,127.0,3.46,0.36,8
1119,6.0,0.21,0.24,12.1,0.05,55.0,164.0,3.34,0.39,5
1120,8.0,0.71,0.0,2.6,0.08,11.0,34.0,3.44,0.53,5
1121,6.2,0.36,0.22,5.25,0.038,44.0,145.0,3.22,0.4,6
1122,5.8,0.22,0.25,1.5,0.024,21.0,109.0,3.37,0.58,6
1123,5.8,0.32,0.31,2.7,0.049,25.0,153.0,3.44,0.73,7
1124,6.2,0.22,0.3,12.4,0.054,108.0,152.0,3.1,0.47,6
1125,6.1,0.27,0.32,1.1,0.034,24.0,110.0,3.36,0.4,6
1126,6.4,0.105,0.29,1.1,0.035,44.0,140.0,3.17,0.55,7
1127,6.4,0.26,0.25,10.7,0.046,66.0,179.0,3.17,0.55,6
1128,6.4,0.145,0.49,5.4,0.048,54.0,164.0,3.56,0.44,6
1129,6.9,0.32,0.26,8.3,0.053,32.0,180.0,3.25,0.51,6
1130,5.6,0.205,0.16,12.55,0.051,31.0,115.0,3.4,0.38,6
1131,8.3,0.61,0.3,2.1,0.084,11.0,50.0,3.4,0.61,6
1132,6.2,0.35,0.03,1.2,0.064,29.0,120.0,3.22,0.54,5
1133,6.6,0.4,0.32,1.7,0.035,39.0,84.0,3.59,0.48,7
1134,6.5,0.24,0.28,1.1,0.034,26.0,83.0,3.25,0.33,6
1135,6.8,0.18,0.35,5.4,0.054,53.0,143.0,3.1,0.54,7
1136,7.3,0.38,0.21,2.0,0.08,7.0,35.0,3.33,0.47,5
1137,6.4,0.19,0.42,2.9,0.032,32.0,83.0,3.3,0.41,6
1138,6.6,0.25,0.3,1.6,0.046,32.0,134.0,3.42,0.51,7
1139,7.5,0.21,0.29,1.5,0.046,35.0,107.0,3.15,0.45,6
1140,7.7,0.665,0.0,2.4,0.09,8.0,19.0,3.27,0.73,5
1141,6.1,0.41,0.0,1.6,0.063,36.0,87.0,3.27,0.67,6
1142,6.7,0.24,0.32,10.3,0.079,37.0,122.0,3.02,0.45,5
1143,6.7,0.44,0.31,1.9,0.03,41.0,104.0,3.29,0.62,7
1144,6.0,0.39,0.13,1.2,0.042,60.0,172.0,3.06,0.52,5
1145,6.7,0.15,0.38,1.7,0.037,20.0,84.0,3.09,0.53,6
1146,6.8,0.35,0.53,10.1,0.053,37.0,151.0,3.07,0.4,5
1147,7.9,0.29,0.39,6.7,0.036,6.0,117.0,3.12,0.42,5
1148,6.8,0.29,0.5,13.3,0.053,48.0,194.0,3.09,0.45,5
1149,7.4,0.33,0.26,15.6,0.049,67.0,210.0,3.06,0.68,5
1150,9.8,0.39,0.43,1.65,0.068,5.0,11.0,3.19,0.46,5
1151,7.9,0.34,0.42,2.0,0.086,8.0,19.0,3.35,0.6,6
1152,6.4,0.35,0.51,7.8,0.055,53.0,177.0,3.12,0.45,5
1153,7.4,0.6,0.26,2.1,0.083,17.0,91.0,3.29,0.56,6
1154,6.8,0.16,0.18,1.8,0.046,31.0,114.0,3.27,0.55,6
1155,6.1,0.16,0.29,6.0,0.03,29.0,144.0,3.68,0.46,6
1156,6.2,0.17,0.28,4.7,0.037,39.0,133.0,3.41,0.46,7
1157,6.0,0.33,0.27,0.8,0.185,12.0,188.0,3.12,0.62,5
1158,5.4,0.595,0.1,2.8,0.042,26.0,80.0,3.36,0.38,5
1159,6.1,0.21,0.19,1.4,0.046,51.0,131.0,3.22,0.39,5
1160,7.0,0.54,0.0,2.1,0.079,39.0,55.0,3.39,0.84,6
1161,6.4,0.16,0.25,1.3,0.047,20.0,77.0,3.61,0.54,6
1162,6.4,0.24,0.26,8.2,0.054,47.0,182.0,3.12,0.5,5
1163,6.9,0.3,0.3,1.3,0.053,24.0,186.0,3.29,0.54,4
1164,7.1,0.38,0.42,11.8,0.041,32.0,193.0,3.04,0.49,6
1165,7.4,0.2,0.29,1.7,0.047,16.0,100.0,3.28,0.45,6
1166,6.2,0.58,0.0,1.6,0.065,8.0,18.0,3.56,0.84,5
1167,7.2,0.39,0.62,11.0,0.047,66.0,178.0,3.16,0.5,5
1168,7.1,0.3,0.36,6.8,0.055,44.5,234.0,3.49,0.64,6
1169,7.4,0.26,0.31,2.4,0.043,58.0,178.0,3.42,0.68,6
1170,9.5,0.86,0.26,1.9,0.079,13.0,28.0,3.25,0.62,5
1171,9.0,0.62,0.04,1.9,0.146,27.0,90.0,3.16,0.7,5
1172,6.4,0.2,0.15,6.6,0.046,26.0,113.0,2.99,0.58,6
1173,7.2,0.31,0.41,8.6,0.053,15.0,89.0,3.29,0.64,6
1174,7.2,0.65,0.02,2.3,0.094,5.0,31.0,3.67,0.8,5
1175,5.3,0.47,0.1,1.3,0.036,11.0,74.0,3.48,0.54,4
1176,7.3,0.25,0.29,7.5,0.049,38.0,158.0,3.43,0.38,5
1177,8.9,0.565,0.34,3.0,0.093,16.0,112.0,3.38,0.61,5
1178,8.5,0.25,0.27,4.7,0.031,31.0,92.0,3.01,0.33,6
1179,6.7,0.23,0.25,1.6,0.036,28.0,143.0,3.3,0.54,6
1180,7.3,0.22,0.49,9.9,0.031,48.0,161.0,3.01,0.28,6
1181,6.7,0.46,0.24,1.7,0.077,18.0,34.0,3.39,0.6,6
1182,7.7,0.18,0.53,1.2,0.041,42.0,167.0,3.11,0.44,5
1183,6.4,0.25,0.57,1.0,0.062,21.0,122.0,3.0,0.4,5
1184,6.4,0.43,0.27,1.1,0.054,5.0,110.0,3.24,0.52,4
1185,6.4,0.23,0.35,10.3,0.042,54.0,140.0,3.23,0.47,5
1186,6.7,0.25,0.13,1.2,0.041,81.0,174.0,3.14,0.42,5
1187,11.1,0.35,0.48,3.1,0.09,5.0,21.0,3.17,0.53,5
1188,6.9,0.49,0.1,2.3,0.074,12.0,30.0,3.42,0.58,6
1189,5.5,0.14,0.27,4.6,0.029,22.0,104.0,3.34,0.44,5
1190,7.0,0.16,0.32,8.3,0.045,38.0,126.0,3.21,0.34,5
1191,7.2,0.31,0.26,7.3,0.05,37.0,157.0,3.09,0.43,5
1192,5.3,0.6,0.34,1.4,0.031,3.0,60.0,3.27,0.38,6
1193,6.0,0.28,0.27,4.1,0.046,50.0,147.0,3.27,0.56,6
1194,7.4,0.31,0.28,1.6,0.05,33.0,137.0,3.31,0.56,6
1195,8.3,0.15,0.39,1.3,0.055,32.0,146.0,3.08,0.39,6
1196,7.1,0.36,0.37,4.8,0.019,39.0,114.0,3.08,0.49,7
1197,6.5,0.425,0.4,13.1,0.038,59.0,241.0,3.23,0.57,5
1198,8.1,0.29,0.49,7.1,0.042,22.0,124.0,3.14,0.41,6
1199,6.0,0.33,0.2,1.8,0.031,49.0,159.0,3.41,0.53,6
1200,8.4,0.745,0.11,1.9,0.09,16.0,63.0,3.19,0.82,5
1201,7.3,0.22,0.26,1.5,0.04,32.0,172.0,3.27,0.48,6
1202,7.4,0.155,0.34,2.3,0.045,73.5,214.0,3.18,0.61,7
1203,6.6,0.32,0.33,2.5,0.052,40.0,210.0,3.15,0.6,5
1204,8.0,0.66,0.72,17.55,0.042,62.0,233.0,2.92,0.68,4
1205,5.8,0.28,0.66,9.1,0.039,26.0,159.0,3.66,0.55,5
1206,8.9,0.12,0.45,1.8,0.075,10.0,21.0,3.41,0.76,7
1207,7.7,0.46,0.18,3.3,0.054,18.0,143.0,3.12,0.51,6
1208,6.7,0.56,0.09,2.9,0.079,7.0,22.0,3.46,0.61,5
1209,5.7,0.25,0.22,9.8,0.049,50.0,125.0,3.2,0.45,6
1210,6.9,0.28,0.37,9.1,0.037,16.0,76.0,3.05,0.54,5
1211,8.2,1.0,0.09,2.3,0.065,7.0,37.0,3.32,0.55,6
1212,6.7,0.18,0.24,10.3,0.057,64.0,185.0,3.12,0.5,6
1213,6.7,0.3,0.45,10.6,0.032,56.0,212.0,3.22,0.59,6
1214,6.4,0.25,0.32,11.3,0.038,69.0,192.0,3.14,0.5,6
1215,7.4,0.15,0.42,1.7,0.045,49.0,154.0,3.0,0.6,6
1216,6.4,0.865,0.03,3.2,0.071,27.0,58.0,3.61,0.49,6
1217,6.5,0.33,0.24,14.5,0.048,20.0,96.0,3.06,0.3,8
1218,6.3,0.14,0.39,1.2,0.044,26.0,116.0,3.26,0.53,6
1219,6.8,0.26,0.46,8.3,0.037,49.0,173.0,3.17,0.47,5
1220,7.3,0.32,0.25,7.2,0.056,47.0,180.0,3.08,0.47,5
1221,7.0,0.22,0.31,2.7,0.03,41.0,136.0,3.16,0.37,7
1222,6.1,0.28,0.25,6.9,0.056,44.0,201.0,3.19,0.4,6
1223,6.4,0.32,0.26,7.9,0.05,53.0,180.0,3.14,0.5,5
1224,7.1,0.18,0.32,12.2,0.048,36.0,125.0,2.92,0.54,6
1225,9.0,0.46,0.23,2.8,0.092,28.0,104.0,3.1,0.56,5
1226,10.0,0.31,0.47,2.6,0.085,14.0,33.0,3.36,0.8,7
1227,8.1,0.45,0.34,8.3,0.037,33.0,216.0,3.31,0.64,5
1228,6.3,0.23,0.33,6.9,0.052,23.0,118.0,3.23,0.46,6
1229,7.8,0.48,0.68,1.7,0.415,14.0,32.0,3.09,1.06,6
1230,8.0,0.45,0.36,8.8,0.026,50.0,151.0,3.07,0.25,8
1231,8.0,0.32,0.26,1.2,0.05,11.5,88.0,3.24,0.37,4
1232,6.7,0.27,0.69,1.2,0.176,36.0,106.0,2.96,0.43,6
1233,7.0,0.24,0.36,4.9,0.083,10.0,133.0,3.33,0.37,6
1234,7.0,0.64,0.02,2.1,0.067,9.0,23.0,3.47,0.67,6
1235,7.3,0.41,0.24,6.8,0.057,41.0,163.0,3.2,0.41,6
1236,13.3,0.34,0.52,3.2,0.094,17.0,53.0,3.05,0.81,6
1237,5.9,0.36,0.04,5.7,0.046,21.0,87.0,3.22,0.51,5
1238,6.9,0.33,0.26,5.0,0.027,46.0,143.0,3.25,0.43,7
1239,6.9,0.3,0.45,1.4,0.039,36.0,122.0,3.07,0.47,7
1240,6.1,0.27,0.31,3.9,0.034,42.0,137.0,3.24,0.46,6
1241,5.8,0.29,0.26,1.7,0.063,3.0,11.0,3.39,0.54,6
1242,7.7,0.26,0.51,2.6,0.045,26.0,159.0,3.0,0.5,6
1243,6.6,0.84,0.03,2.3,0.059,32.0,48.0,3.52,0.56,7
1244,7.1,0.47,0.29,14.8,0.024,22.0,142.0,3.12,0.48,8
1245,6.3,0.19,0.29,5.5,0.042,44.0,189.0,3.19,0.47,6
1246,7.8,0.26,0.74,7.5,0.044,59.0,160.0,3.22,0.64,6
1247,5.5,0.49,0.03,1.8,0.044,28.0,87.0,3.5,0.82,8
1248,7.7,0.27,0.34,1.8,0.028,26.0,168.0,2.99,0.48,7
1249,7.6,0.54,0.13,2.5,0.097,24.0,66.0,3.39,0.61,5
1250,7.6,0.41,0.49,2.0,0.088,16.0,43.0,3.48,0.64,5
1251,7.8,0.42,0.26,9.2,0.058,34.0,199.0,3.14,0.55,6
1252,6.3,0.26,0.42,7.1,0.045,62.0,209.0,3.2,0.53,6
1253,8.8,0.4,0.4,2.2,0.079,19.0,52.0,3.44,0.64,5
1254,7.4,0.19,0.3,1.4,0.057,33.0,135.0,3.12,0.5,6
1255,7.3,0.38,0.21,2.0,0.08,7.0,35.0,3.33,0.47,5
1256,7.2,0.24,0.4,17.85,0.049,50.0,185.0,3.34,0.42,5
1257,7.2,0.13,0.46,1.3,0.044,48.0,111.0,2.97,0.45,5
1258,7.5,0.61,0.26,1.9,0.073,24.0,88.0,3.3,0.53,5
1259,7.2,0.23,0.33,12.7,0.049,50.0,183.0,3.41,0.4,5
1260,7.0,0.17,0.74,12.8,0.045,24.0,126.0,3.26,0.38,8
1261,5.9,0.29,0.28,3.2,0.035,16.0,117.0,3.26,0.42,6
1262,6.6,0.33,0.32,15.6,0.054,62.0,227.0,3.25,0.56,5
1263,6.4,0.27,0.3,1.6,0.04,19.0,86.0,3.32,0.65,6
1264,7.8,0.735,0.08,2.4,0.092,10.0,41.0,3.24,0.71,6
1265,7.8,0.27,0.28,1.8,0.05,21.0,127.0,3.15,0.44,5
1266,6.1,0.17,0.28,4.5,0.033,46.0,150.0,3.43,0.49,6
1267,8.1,0.87,0.0,3.3,0.096,26.0,61.0,3.6,0.72,4
1268,7.8,0.91,0.07,1.9,0.058,22.0,47.0,3.51,0.43,6
1269,8.7,0.46,0.31,2.5,0.126,24.0,64.0,3.1,0.74,5
1270,7.0,0.23,0.42,5.1,0.042,37.0,144.0,3.5,0.59,6
1271,6.6,0.26,0.46,7.8,0.047,48.0,186.0,3.2,0.54,5
1272,8.2,0.21,0.48,1.4,0.041,11.0,99.0,3.17,0.57,5
1273,7.5,0.23,0.3,1.2,0.03,27.0,80.0,3.05,0.68,5
1274,8.3,0.25,0.49,16.8,0.048,50.0,228.0,3.03,0.52,6
1275,5.8,0.3,0.12,1.6,0.036,57.0,163.0,3.38,0.59,6
1276,6.7,0.21,0.37,2.5,0.034,35.0,89.0,3.25,0.5,7
1277,6.7,0.34,0.54,16.3,0.047,44.0,181.0,3.04,0.56,5
1278,6.4,0.25,0.74,7.8,0.045,52.0,209.0,3.21,0.42,6
1279,5.8,0.68,0.02,1.8,0.087,21.0,94.0,3.54,0.52,5
1280,6.8,0.26,0.24,1.9,0.043,70.0,154.0,3.18,0.52,5
1281,11.5,0.42,0.48,2.6,0.077,8.0,20.0,3.09,0.53,5
1282,7.4,0.21,0.8,12.3,0.038,77.0,183.0,2.95,0.48,5
1283,6.0,0.42,0.41,12.4,0.032,50.0,179.0,3.14,0.6,5
1284,6.9,0.18,0.36,1.3,0.036,40.0,117.0,3.27,0.95,7
1285,8.4,0.31,0.31,0.95,0.021,52.0,148.0,2.93,0.32,5
1286,6.7,0.19,0.39,1.0,0.032,14.0,71.0,3.31,0.38,7
1287,5.6,0.32,0.33,7.4,0.037,25.0,95.0,3.25,0.49,6
1288,7.6,0.36,0.44,8.3,0.255,28.0,142.0,3.12,0.43,6
1289,5.3,0.31,0.38,10.5,0.031,53.0,140.0,3.34,0.46,6
1290,8.1,0.26,0.33,11.1,0.052,52.5,158.0,3.03,0.49,7
1291,6.4,0.21,0.3,5.6,0.044,43.0,160.0,3.6,0.41,6
1292,5.8,0.33,0.2,16.05,0.047,26.0,166.0,3.09,0.46,5
1293,11.2,0.4,0.5,2.0,0.099,19.0,50.0,3.1,0.58,5
1294,6.8,0.28,0.35,2.3,0.042,16.0,85.0,3.19,0.56,6
1295,6.2,0.2,0.25,15.0,0.055,8.0,120.0,3.19,0.53,6
1296,5.6,0.66,0.0,2.2,0.087,3.0,11.0,3.71,0.63,7
1297,10.4,0.64,0.24,2.8,0.105,29.0,53.0,3.24,0.67,5
1298,7.8,0.57,0.09,2.3,0.065,34.0,45.0,3.46,0.74,8
1299,7.6,0.19,0.37,13.1,0.033,52.0,151.0,3.18,0.79,6
1300,6.8,0.28,0.34,7.5,0.035,34.0,177.0,3.33,0.43,5
1301,9.6,0.77,0.12,2.9,0.082,30.0,74.0,3.3,0.64,6
1302,8.8,0.685,0.26,1.6,0.088,16.0,23.0,3.32,0.47,5
1303,8.5,0.18,0.51,1.75,0.071,45.0,88.0,3.33,0.76,7
1304,7.9,0.27,0.27,1.7,0.034,25.0,122.0,2.97,0.51,6
1305,7.8,0.2,0.28,10.2,0.054,78.0,186.0,3.14,0.46,6
1306,6.6,0.22,0.3,14.7,0.045,50.0,136.0,3.14,0.37,6
1307,6.7,0.47,0.29,4.75,0.034,29.0,134.0,3.29,0.46,7
1308,7.1,0.63,0.06,2.0,0.083,8.0,29.0,3.67,0.73,5
1309,6.9,0.18,0.3,2.0,0.038,39.0,190.0,3.32,0.37,6
1310,7.8,0.5,0.09,2.2,0.115,10.0,42.0,3.18,0.62,5
1311,9.1,0.5,0.3,1.9,0.065,8.0,17.0,3.32,0.71,6
1312,7.3,0.23,0.37,1.8,0.032,60.0,156.0,3.11,0.35,6
1313,7.0,0.55,0.13,2.2,0.075,15.0,35.0,3.36,0.59,6
1314,6.9,0.29,0.4,19.45,0.043,36.0,156.0,2.93,0.47,5
1315,7.2,0.31,0.24,1.4,0.057,17.0,117.0,3.16,0.35,5
1316,6.9,0.28,0.28,12.2,0.042,52.0,139.0,3.03,0.56,6
1317,7.1,0.39,0.3,9.9,0.037,29.0,124.0,3.07,0.42,6
1318,7.3,0.27,0.3,1.3,0.04,26.0,84.0,3.28,0.53,6
1319,6.4,0.24,0.22,1.5,0.038,38.0,157.0,3.41,0.55,6
1320,9.5,0.42,0.41,2.3,0.034,22.0,145.0,3.06,0.52,6
1321,6.0,0.32,0.32,4.8,0.041,40.0,186.0,3.22,0.54,6
1322,6.5,0.26,0.27,12.9,0.044,69.0,215.0,3.17,0.43,6
1323,6.1,0.31,0.37,8.4,0.031,70.0,170.0,3.42,0.4,8
1324,7.0,0.34,0.1,3.5,0.044,17.0,63.0,3.01,0.39,5
1325,10.7,0.22,0.56,8.2,0.044,37.0,181.0,2.87,0.68,6
1326,6.6,0.36,0.21,1.5,0.049,39.0,184.0,3.18,0.41,6
1327,7.2,0.18,0.41,1.2,0.048,41.0,97.0,3.14,0.45,5
1328,6.9,0.27,0.41,1.7,0.047,6.0,134.0,3.15,0.69,6
1329,5.7,0.26,0.27,4.1,0.201,73.5,189.5,3.27,0.38,6
1330,6.7,0.35,0.48,8.8,0.056,35.0,167.0,3.04,0.47,5
1331,8.8,0.27,0.46,2.1,0.095,20.0,29.0,3.26,0.56,6
1332,6.1,0.27,0.3,16.7,0.039,49.0,172.0,3.4,0.45,5
1333,6.6,0.27,0.33,1.4,0.042,24.0,183.0,3.29,0.46,5
1334,8.3,0.2,0.49,1.7,0.04,34.0,169.0,3.05,0.37,5
1335,7.7,0.24,0.3,1.4,0.041,15.0,102.0,3.26,0.53,6
1336,8.3,0.49,0.36,1.8,0.222,6.0,16.0,3.18,0.6,6
1337,7.0,0.21,0.28,8.7,0.045,37.0,222.0,3.25,0.54,6
1338,6.8,0.24,0.29,9.5,0.042,56.0,157.0,3.11,0.51,6
1339,6.8,0.52,0.32,13.2,0.044,54.0,221.0,3.27,0.5,6
1340,6.8,0.26,0.29,16.95,0.056,48.0,179.0,3.45,0.4,5
1341,6.7,0.21,0.34,1.5,0.035,45.0,123.0,3.24,0.36,7
1342,7.4,0.64,0.07,1.8,0.1,8.0,23.0,3.3,0.58,5
1343,7.9,0.22,0.24,4.6,0.044,39.0,159.0,2.99,0.28,6
1344,7.4,0.2,0.37,16.95,0.048,43.0,190.0,3.03,0.42,6
1345,7.5,0.51,0.02,1.7,0.084,13.0,31.0,3.36,0.54,6
1346,5.6,0.85,0.05,1.4,0.045,12.0,88.0,3.56,0.82,8
1347,5.1,0.26,0.33,1.1,0.027,46.0,113.0,3.35,0.43,7
1348,7.0,0.29,0.33,0.9,0.041,20.0,117.0,3.21,0.5,5
1349,7.1,0.29,0.34,7.8,0.036,49.0,128.0,3.21,0.4,6
1350,7.6,0.49,0.26,1.6,0.236,10.0,88.0,3.11,0.8,5
1351,7.1,0.15,0.34,5.3,0.034,33.0,104.0,3.37,0.52,7
1352,7.2,0.2,0.61,16.2,0.043,14.0,103.0,3.06,0.36,6
1353,6.6,0.35,0.19,10.5,0.06,15.0,82.0,3.13,0.38,4
1354,6.0,0.58,0.2,2.4,0.075,15.0,50.0,3.58,0.67,6
1355,6.2,0.47,0.19,8.3,0.029,24.0,142.0,3.22,0.45,6
1356,6.9,0.38,0.29,13.65,0.048,52.0,189.0,3.0,0.6,6
1357,6.6,0.4,0.46,6.2,0.056,42.0,241.0,3.5,0.6,5
1358,7.9,0.21,0.39,2.0,0.057,21.0,138.0,3.05,0.52,5
1359,10.5,0.59,0.49,2.1,0.07,14.0,47.0,3.3,0.56,4
1360,6.9,0.25,0.24,3.6,0.057,13.0,85.0,2.99,0.48,4
1361,5.9,0.28,0.14,8.6,0.032,30.0,142.0,3.28,0.44,6
1362,10.2,0.645,0.36,1.8,0.053,5.0,14.0,3.17,0.42,6
1363,8.1,0.26,0.27,4.3,0.03,43.0,123.0,3.16,0.33,6
1364,7.2,0.24,0.27,11.4,0.034,40.0,174.0,3.2,0.44,5
1365,5.2,0.155,0.33,1.6,0.028,13.0,59.0,3.3,0.84,8
1366,7.4,0.16,0.3,13.7,0.056,33.0,168.0,2.9,0.44,7
1367,6.2,0.65,0.06,1.6,0.05,6.0,18.0,3.57,0.54,5
1368,5.9,0.21,0.24,12.1,0.044,53.0,165.0,3.25,0.39,5
1369,6.3,0.3,0.48,1.8,0.069,18.0,61.0,3.44,0.78,6
1370,7.7,0.54,0.26,1.9,0.089,23.0,147.0,3.26,0.59,5
1371,5.8,0.26,0.18,1.2,0.031,40.0,114.0,3.42,0.4,7
1372,6.3,0.26,0.49,1.5,0.052,34.0,134.0,2.99,0.61,6
1373,7.8,0.43,0.49,13.0,0.033,37.0,158.0,3.14,0.35,6
1374,8.6,0.725,0.24,6.6,0.117,31.0,134.0,3.32,1.07,5
1375,6.9,0.56,0.03,1.5,0.086,36.0,46.0,3.53,0.57,5
1376,11.5,0.59,0.59,2.6,0.087,13.0,49.0,3.18,0.65,6
1377,7.9,0.26,0.33,10.3,0.039,73.0,212.0,2.93,0.49,6
1378,6.3,0.25,0.22,3.3,0.048,41.0,161.0,3.16,0.5,6
1379,7.8,0.24,0.18,6.7,0.046,33.0,160.0,3.2,0.56,6
1380,7.9,0.43,0.21,1.6,0.106,10.0,37.0,3.17,0.91,5
1381,7.2,0.27,0.27,2.4,0.048,30.0,149.0,3.1,0.51,6
1382,7.2,0.15,0.38,1.2,0.038,18.0,110.0,3.19,0.43,6
1383,6.6,0.855,0.02,2.4,0.062,15.0,23.0,3.54,0.6,6
1384,9.1,0.4,0.57,4.6,0.08,6.0,20.0,3.28,0.57,6
1385,6.7,0.21,0.32,5.4,0.047,29.0,140.0,3.39,0.46,6
1386,6.5,0.26,0.28,12.5,0.046,80.0,225.0,3.18,0.41,6
1387,6.1,0.16,0.24,1.4,0.046,17.0,77.0,3.66,0.57,6
1388,6.4,0.18,0.32,9.6,0.052,24.0,90.0,3.35,0.49,6
1389,6.3,0.26,0.25,5.2,0.046,11.0,133.0,2.97,0.68,6
1390,8.9,0.62,0.19,3.9,0.17,51.0,148.0,3.17,0.93,5
1391,6.8,0.29,0.5,13.3,0.053,48.0,194.0,3.09,0.45,5
1392,6.7,0.855,0.02,1.9,0.064,29.0,38.0,3.3,0.56,6
1393,10.9,0.37,0.58,4.0,0.071,17.0,65.0,3.22,0.78,5
1394,8.6,0.52,0.38,1.5,0.096,5.0,18.0,3.2,0.52,5
1395,7.5,0.38,0.33,9.2,0.043,19.0,116.0,3.08,0.42,6
1396,6.4,0.38,0.24,7.2,0.047,41.0,151.0,3.11,0.6,5
1397,7.2,0.39,0.62,11.0,0.047,66.0,178.0,3.16,0.5,5
1398,6.1,0.22,0.4,1.85,0.031,25.0,111.0,3.03,0.3,7
1399,7.9,0.17,0.32,1.6,0.053,47.0,150.0,3.29,0.76,6
1400,6.5,0.39,0.81,1.2,0.217,14.0,74.0,3.08,0.53,5
1401,4.2,0.215,0.23,5.1,0.041,64.0,157.0,3.42,0.44,3
1402,6.6,0.22,0.29,14.4,0.046,39.0,118.0,3.05,0.5,6
1403,5.7,0.695,0.06,6.8,0.042,9.0,84.0,3.44,0.44,5
1404,6.9,0.15,0.28,4.4,0.029,14.0,107.0,3.24,0.46,8
1405,6.0,0.23,0.34,1.3,0.025,23.0,111.0,3.36,0.37,6
1406,7.2,0.18,0.31,1.1,0.045,20.0,73.0,3.32,0.4,7
1407,7.0,0.31,0.26,7.4,0.069,28.0,160.0,3.13,0.46,6
1408,7.2,0.57,0.05,2.3,0.081,16.0,36.0,3.38,0.6,6
1409,7.1,0.36,0.37,4.8,0.019,39.0,114.0,3.08,0.49,7
1410,6.6,0.34,0.25,4.8,0.038,16.0,121.0,3.36,0.71,6
1411,6.4,0.16,0.31,5.3,0.043,42.0,157.0,3.35,0.47,5
1412,8.1,0.87,0.0,2.2,0.084,10.0,31.0,3.25,0.5,5
1413,7.4,0.26,0.43,6.0,0.022,22.0,125.0,3.13,0.55,6
1414,9.4,0.24,0.29,8.5,0.037,124.0,208.0,2.9,0.38,3
1415,6.2,0.35,0.2,18.1,0.069,33.0,158.0,3.15,0.5,6
1416,4.6,0.52,0.15,2.1,0.054,8.0,65.0,3.9,0.56,4
1417,8.6,0.55,0.09,3.3,0.068,8.0,17.0,3.23,0.44,5
1418,7.3,0.155,0.49,1.3,0.039,34.0,136.0,3.14,0.77,6
1419,12.2,0.45,0.49,1.4,0.075,3.0,6.0,3.13,0.63,5
1420,6.4,0.27,0.29,3.9,0.034,62.0,140.0,3.1,0.59,6
1421,7.0,0.16,0.32,1.1,0.032,29.0,80.0,3.23,0.36,6
1422,10.4,0.26,0.48,1.9,0.066,6.0,10.0,3.33,0.87,6
1423,6.8,0.31,0.42,6.9,0.046,50.0,173.0,3.19,0.46,5
1424,7.8,0.7,0.06,1.9,0.079,20.0,35.0,3.4,0.69,5
1425,9.9,0.63,0.24,2.4,0.077,6.0,33.0,3.09,0.57,5
1426,6.8,0.38,0.29,9.9,0.037,40.0,146.0,3.11,0.37,6
